SurveySectionTitle,Namespace,SurveyIdentifier,QuestionCode,QuestionText,QuestionFormDescriptor
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_8,7. How well is your teacher preparation program preparing you to: - Teach in ways that support English Language Learners,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_9,"7. How well is your teacher preparation program preparing you to: - Teach in ways that support students with diverse ethnic, racial, cultural, and socioeconomic backgrounds",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS2,Do you consent to participate in this research project?,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS2,Do you consent to participate in this research project?,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_1,New ideas and projects sometimes distract me from previous ones.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_1,New ideas and projects sometimes distract me from previous ones.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_2,"Setbacks dont discourage me. ",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_2,"Setbacks dont discourage me. ",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_3,"I have been obsessed with a certain idea or project for a short time but later lost interest. ",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_3,"I have been obsessed with a certain idea or project for a short time but later lost interest. ",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_4,I am a hard worker.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_4,I am a hard worker.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_5,I often set a goal but later choose to pursue a different one.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_5,I often set a goal but later choose to pursue a different one.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_6,I have difficulty maintaining my focus on projects that take more than a few months to complete.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_6,I have difficulty maintaining my focus on projects that take more than a few months to complete.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_7,I finish whatever I begin.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_7,I finish whatever I begin.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS4_8,I am diligent.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS4_8,I am diligent.,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_1,How much can you do to prevent and respond to disruptive behavior in the classroom?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_1,How much can you do to prevent and respond to disruptive behavior in the classroom?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_10,To what extent can you provide an alternative explanation or example when students are confused?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_10,To what extent can you provide an alternative explanation or example when students are confused?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_11,How much can you assist families in helping their children do well in school?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_11,How much can you assist families in helping their children do well in school?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_12,How well can you implement alternative strategies in your classroom?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_12,How well can you implement alternative strategies in your classroom?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_2,How much can you do to motivate students who show low interest in school work?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_2,How much can you do to motivate students who show low interest in school work?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_3,How much can you do to calm a student who is disruptive or noisy?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_3,How much can you do to calm a student who is disruptive or noisy?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_4,How much can you do to help your students value learning?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_4,How much can you do to help your students value learning?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_5,To what extent can you craft good questions for your students?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_5,To what extent can you craft good questions for your students?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_6,How much can you do to get children to follow classroom rules?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_6,How much can you do to get children to follow classroom rules?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_7,How much can you do to get students to believe they can do well in school work?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_7,How much can you do to get students to believe they can do well in school work?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_8,How well can you establish a classroom management system with each group of students?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_8,How well can you establish a classroom management system with each group of students?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS5_9,To what extent can you use a variety of assessment strategies?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS5_9,To what extent can you use a variety of assessment strategies?,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_1,"Identify ways that the school culture (e.g., values, norms, and practices) is different from my students home culture",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_1,"Identify ways that the school culture (e.g., values, norms, and practices) is different from my students home culture",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_10,Identify ways how students communicate at home may differ from the school norms,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_10,Identify ways how students communicate at home may differ from the school norms,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_11,Obtain information about my students cultural background,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_11,Obtain information about my students cultural background,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_12,Greet English Language Learners with a phrase in their native language,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_12,Greet English Language Learners with a phrase in their native language,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_13,Design a classroom environment using displays that reflect a variety of cultures,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_13,Design a classroom environment using displays that reflect a variety of cultures,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_14,Develop a personal relationship with my students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_14,Develop a personal relationship with my students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_15,Praise English Language Learners for their accomplishments using a phrase in their native language,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_15,Praise English Language Learners for their accomplishments using a phrase in their native language,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_16,Identify ways that standardized tests may be biased towards linguistically diverse students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_16,Identify ways that standardized tests may be biased towards linguistically diverse students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_17,Communicate with parents regarding their childs educational progress,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_17,Communicate with parents regarding their childs educational progress,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_18,Structure parent-teacher conferences so that the meeting is not intimidating for parents,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_18,Structure parent-teacher conferences so that the meeting is not intimidating for parents,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_19,Revise instructional material to include a better representation of cultural groups,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_19,Revise instructional material to include a better representation of cultural groups,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_2,Implement strategies to minimize the effects of the mismatch between my students home culture and the school culture,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_2,Implement strategies to minimize the effects of the mismatch between my students home culture and the school culture,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_20,Critically examine the curriculum to determine whether it reinforces negative stereotypes,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_20,Critically examine the curriculum to determine whether it reinforces negative stereotypes,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_21,Model classroom tasks to enhance English Language Learners understanding,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_21,Model classroom tasks to enhance English Language Learners understanding,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_22,Communicate with the parents of English Language Learners regarding their childs achievement,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_22,Communicate with the parents of English Language Learners regarding their childs achievement,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_23,Identify ways that standardized tests may be biased towards culturally diverse students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_23,Identify ways that standardized tests may be biased towards culturally diverse students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_24,Use examples that are familiar to students from diverse cultural backgrounds,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_24,Use examples that are familiar to students from diverse cultural backgrounds,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_25,Explain new concepts using examples that are taken from my students everyday lives,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_25,Explain new concepts using examples that are taken from my students everyday lives,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_26,Teach students about their cultures contributions to society,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_26,Teach students about their cultures contributions to society,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_3,Assess student learning using various types of assessments,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_3,Assess student learning using various types of assessments,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_4,Obtain information about my students home life,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_4,Obtain information about my students home life,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_5,Build a sense of trust in my students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_5,Build a sense of trust in my students,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_6,Establish positive home-school relations,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_6,Establish positive home-school relations,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_7,Develop a community of learners when my class consists of students from diverse backgrounds,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_7,Develop a community of learners when my class consists of students from diverse backgrounds,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_8,Use my students cultural background to help make learning meaningful,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_8,Use my students cultural background to help make learning meaningful,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F1,uri://tpdm.ed-fi.org,8A028D4C-06C1-4653-B3A5-015A8B386EC7,TBMS6_9,Use my students prior knowledge to help them make sense of new information,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
TBMS_1718_SP_F2,uri://tpdm.ed-fi.org,8F61F091-68F8-4BBD-9AA5-24892E0A70F7,TBMS6_9,Use my students prior knowledge to help them make sense of new information,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
